title;sentiment_ml_finance
Likuiditas Perbankan Terancam Mengetat Meski BI Pangkas Suku Bunga Acuan;0
Dolar Naik, Begini Ramalan Bank Dunia Soal Ekonomi RI ke Depan;2
IHSG Sepanjang Hari Betah di Zona Hijau;1
Masyarakat Bergaji Tanggung Rp 8-15 Juta Diusul Bisa Ambil KPR Subsidi;1
Likuiditas Mengetat, DPK Bank Bermodal Kecil Tumbuh Mini di Kuartal III-2024;2
China-Rusia Sepakat Tinggalkan Dolar AS buat Dagang;0
Komisi XI DPR Bantah Rupiah Melemah karena KPK Geledah Bank Indonesia;0
IHSG Pagi Ini Cerah Dibuka di Zona Hijau;1
Apa Perbedaan Kripto dan Bitcoin? Pahami Sebelum Berinvestasi;1
Video: Bos MI Bongkar Sebab Triliunan Dana Asing Kabur Dari Pasar RI;0
BI-The Fed Pangkas Suku Bunga, Begini Dampaknya ke Pasar Modal RI;0
Selamat Bertugas, Wakil Rakyat!;1
Perang Dagang AS-China Bikin Yuan Loyo;0
"Video: Masih Penuh Tekanan, IHSG ""Terancam"" Merosot ke Level 7.000-an";0
Bank Ini Bangkrut! Izinnya Dicabut OJK;0
Bank Sulselbar dan Kejati Sulbar Teken MoU Penanganan Hukum Sektor Perbankan;1
Ketua MPR Dorong Menteri Serius Realisasikan PP Hapus Utang Petani-UMKM;2
BRI Kalahkan Starbucks, Uber, hingga SoftBank di Daftar Global 2000 Forbes;2
Ketidakpastian Ekonomi, Waktunya Ambil Peluang dengan Investasi Saham!;1
Prabowo Hapus Utang Petani, Nelayan dan UMKM di Bank, Pakar: Positif, Tapi...;1
Capital Market Policies: IDX to Launch Short-Selling in Q2;1
IHSG Rebound 1,74% ke 6.645 pada Rabu (12/2), Sektor Infrastruktur Naik Tinggi;2
Tekuk Rupiah, Dolar AS Nyaris Rp 16.300!;1
BRI Raih 2 Penghargaan di Ajang Bank Indonesia Awards 2024;1
Gaet Investor Asing ke RI, BI-BEI Mau Bentuk Lembaga Baru;1
Transformasi Digital, Mandiri Remittance Perkuat Layanan untuk PMI;2
Mengenal KMI, Sistem Kredit Mahasiswa yang Disebut Ganjar saat Debat Capres;1
Trump Effect Bikin Rupiah Merana, Dolar Naik ke 16.430;2
Tak Cuma Sri Mulyani, IMF & WB Akui Dunia Kini Menyeramkan;1
Ekonom Prediksi BI Tahan Suku Bunga 6%;0
Menatap Masa Depan dari Warisan Utang Era Jokowi;1
Era Baru Prabowo-Gibran Sebentar Lagi, Rupiah Siap Menguat!;0
Dolar AS Melempem ke Rp 15.599;0
Sindiran Sri Mulyani ke Orang RI yang Kaget Setengah Mati Lihat Utang Pemerintah;0
Bank BPD Bali Raih Penghargaan Best Bank 2024;2
Krisis Properti Bikin Warga China Miskin & Tak Bisa Pindahkan Uang;0
IHSG Dibuka Menguat, tapi Tak Lama Melempem ke Zona Merah;0
Menimbang Wacana Kampus Bisa Kelola Tambang;1
Google Buka Suara soal Dolar AS Tiba-tiba Jadi Rp 8.170;1
Daftar Lengkap Harga BBM Terbaru, Ini yang Paling Murah!;1
Video: Level Utang AS Bengkak, Ekonom Ungkap Efek Buruknya ke RI;0
Soal Izin Tambang untuk Ormas Keagamaan, Pemerintah Diminta Perhatikan Hal Ini;1
REI Dukung Usulan Skema Baru Pembiayaan KPR Subsidi;1
Waka MPR Bicara Isu Keamanan Jelang Suksesi Kepemimpinan Oktober Mendatang;1
Sri Mulyani: Ekonomi Global 2024 Diprediksi Stagnan, Tumbuh 3,2%;0
IHSG Akhir Pekan Ada di Zona Merah;1
Daftar Tarif PLN Desember 2024 dan Cara Cek Tagihannya Secara Online;1
Pegadaian Catat Laba Bersih Rp 1,4 Triliun di Q1 2024;2
Siap-siap! Harga BBM Bisa Naik Bulan Juli;2
Pembiayaan FLPP Per Juni 2024 Capai 107.070 Unit, Begini Datanya;1
Ara-Nusron Ngumpul Bareng Pengembang Perumahan Rakyat, Bahas 3 Juta Rumah;1
Rekap Laba Bank Raksasa RI: BNI-BSI-Mandiri!;1
Central Counterparty, Upaya Mewujudkan Pasar Uang Setara Negara Maju;1
Pemilu Picu Pertumbuhan Ekonomi?;2
Laba Bersih Bank Jago Sepanjang 2023 Tembus Rp 72 Miliar;2
Umumkan Kinerja Kuartal II-2024, GoTo Cetak Nilai Transaksi Bruto Rp 63 T;1
IHSG Begitu Cerah, Awali Pekan di Zona Hijau;2
IHSG Dibuka di Zona Hijau Setelah The Fed & BI Turunkan Suku Bunga;0
Pulang dari AS, Sri Mulyani Bawa Kabar Buruk!;0
Dampak Konflik Timur Tengah: Soliditas Cadangan Devisa Diuji;2
Analisis Penyebab IHSG Ambruk 10% Dalam Tiga Pekan;0
Sekoci Penyelamat untuk Golongan Kelas Menengah RI;1
Fakta Penembakan WNI oleh Aparat Malaysia: Terungkap atau Menguap?;1
Menuju Pengembangan Pakan Ikan Mandiri;1
Dolar AS Melemah Lawan Rupiah, Begini Pergerakannya;0
Video: Bocoran Investasi Prospek Cuan Saat Kebijakan Trump Ancam 2025;1
Rupiah Keok vs Ringgit: Bawa Rp10 Juta ke Malaysia Buat Berapa Minggu?;1
Video: Ekonomi RI 2024 Diramal 5%, IHSG & Rupiah Bisa Lanjut Menguat?;2
Ancaman Super Dolar AS Terus Tekan Rupiah, RI Bisa Apa?;0
Menanti Warisan Jokowi untuk Pemberantasan Korupsi;1
BI Adakan Pertemuan dengan Bank Sentral Se-Asia Pasifik, Ini Hasilnya;1
IHSG Hari Ini Diprediksi Melemah Dibayangi Tensi Politik Jelang Pilkada;0
Simak Daftar Kurs Rupiah di 5 Bank Besar Indonesia Kamis 6 Februari 2025;1
Airlangga Wanti-wanti Penguatan Dolar AS Masih Panjang!;0
Dolar AS Bisa Balik ke Level Rp 15.000? Ini Jawaban Bos BI;0
Trump Tunda Perang Dagang, Indofood-ACES Langsung Senyum!;0
Harga Emas dan Bitcoin Melonjak Tahun Ini, Investor Pilih Mana?;2
Satgas Sita Aset Pengemplang BLBI, Kali Ini Senilai Rp 257 Miliar;1
OJK Beberkan Kondisi Perbankan RI, Begini Datanya;1
IHSG Dibuka di Zona Merah ke Level 7.591,96, Turun 0,66%;0
Dolar AS Hari Ini Masih Betah di Rp 16.100;2
BI Pede Rupiah Bakal Balik Menguat, Akhir Tahun di Rp 15.800/US$;2
Ara Sebut 39.784 Unit Rumah Subsidi Disalurkan Sejak Prabowo Jadi Presiden;1
Kemenko Perekonomian Bongkar Biang Kerok Penjualan Mobil Sulit Tumbuh;0
Likuiditas Jadi Momok! Saham Perbankan Besar Ambruk;0
Cadangan Devisa Naik US$0,4 Miliar, Dolar Akhirnya Turun ke Rp16.270;0
IHSG di Zona Hijau Seharian, Ditutup Menguat ke 7.694;0
Bukan AS & China! Ini Negara Pemenang Perang Dagang II Trump: Inggris;1
Pasar Berisik, Harga Emas Ikutan Panas;0
Dolar Tembus Rp16.000-an,Bikin Saham Ritel Amsyong;2
IHSG Dibuka di Zona Hijau, Naik ke Level 7.526;2
Saham Bank Besar Mulai Bangkit, Sentimen Membaik?;2
IHSG Menguat ke Level 7.295 Pagi Ini;2
Sederet Tantangan Ekonomi yang Bakal Dihadapi Prabowo, Apa Saja?;1
Morgan Stanley Turunkan Peringkat Saham RI, OJK Bakal Lakukan Ini;0
Awal Pekan, IHSG dan Rupiah Lesu;0
Dolar AS Cuma Garang Lawan Rupiah, Balik ke Zona Rp 15.700-an;1
Dolar AS Awal Pekan Bertengger di Zona Hijau;1
Begini Penjelasan Lengkap Trenggono Soal Ekspor Pasir Laut;1
BEI Rombak Penghuni LQ45, CTRA, JPFA, dan MAPA Gantikan 3 Emiten Ini;1
Strategi Menstabilkan Ekonomi di Era Transisi;1
Rupiah Menguat Pagi Ini, Pernyataan Bos Fed Hembuskan Sentimen Positif;2
Dolar AS Melemah Tipis di Awal Pekan di Level Rp 15.864;0
BP Tapera Lapor Sudah Salurkan Rp 10 T buat 83.680 Rumah, Begini Rinciannya;1
Jelang Akhir Pekan, Dolar AS ke Level Rp 15.800-an;2
Arah Koalisi Setelah Sidang MK Selesai;1
Ini Daftar Pekerjaan yang Sulit Dapat KPR, Kamu Termasuk?;1
Dunia Gonjang-ganjing, BI: Kredit Bank Tumbuh 11%-13% Tahun Depan;2
Pemilu Picu Pertumbuhan Ekonomi?;2
IHSG Dibuka Menguat Cuma Sebentar, Putar Balik ke Zona Merah;0
Masih Ada Peluang Tumbuh, Begini Tantangan Reksa Dana di RI;2
Heboh Dolar AS di Google Anjlok ke Rp 8.170;0
Erdogan Temui Prabowo, Begini Beda Kondisi Ekonomi Turki dan RI!;0
"Januari Kelabu, ""Badai"" Belum Berlalu";1
20 Tahun 10 Emiten Ini Selalu Bagi Dividen: BRI, ASII Hingga TLKM;1
Ada 'Hewan Surga' di Uang Rupiah Lho, Ini Penampakannya;1
Bank Mega (MEGA) Cetak Laba Bersih Rp1,99 T Per Kuartal III-2024;1
Momentum Pertumbuhan BNI Bisa Terjaga Karena Hal Ini;2
Konflik Israel-Iran Bikin Bursa Asia Kompak Turun, Termasuk IHSG!;0
Penyaluran Kredit UMKM Masih Tumbuh Tinggi, Ini Buktinya;2
Dorong Ekonomi Berkelanjutan, Bank Mandiri Gelar MIF 2025;1
Kemenkeu Ungkap Alasan Pangkas Subsidi BBM Cs di APBN Prabowo;1
PDIP Kritik APBN Pertama Prabowo: Subsidi Turun, Utang-Belanja Pegawai Naik;0
Bank Dunia Ungkap Ada Efek Samping SRBI Buat 'Kantong' Pemerintah;1
Bursa Asia Rontok, IHSG Hari Ini Dibuka Menguat ke 7.347;2
Rupiah Masih Dalam Tekanan, Dolar Dibuka Stagnan Rp 16.185;0
BRI Hadirkan MDR 0% dan Nikmati Berbagai Kemudahan Penggunaan QRIS;1
Awal Mula Sindikat Penipu Lansia di Jakut Iming-imingi 'Dolar' 2 Kali Lipat;1
Ini Bedanya Pengawasan Kripto Usai Beralih dari Bappebti ke OJK;1
Naik-Turun Kurs Dolar 'Ngefek' ke Setoran Pajak, Ini Penjelasannya;0
Kuartal III 2024, Laba Bersih BTN Tembus Rp 2,08 Triliun;2
Kredit BNI Tembus Rp 727 T, Ditopang 3 Sektor Ini;2
ISHG Dibuka di Zona Hijau, Kembali ke Zona 7.200-an;1
Situasi Global Memanas, Suku Bunga AS Bakal Makin Tinggi;0
Dibuka Menguat, IHSG Dibayangi Pelemahan Rupiah dan Capital Outflow;0
OJK Godok Aturan Baru Pay Later, Ada Batas Usia & Minimal Gaji;1
Video: Ada Perang & Stimulus China, Rupiah Anjlok ke Rp15.600/USD;0
Dinaikkan BI Jadi 6,25%, Apa itu Suku Bunga Acuan?;2
Dolar AS Perkasa Pagi Ini di Level Rp 15.201;2
Peringatan Krisis China Meningkat, Bak Krisis Keuangan AS 2008;2
Dolar AS Tergelincir Lawan Rupiah, tapi Masih Betah di Atas Rp 16.100;0
BI Rate Turun tapi LPS Rate Tidak Bergeming, Ini Alasannya;0
Rupiah Tertekan Pemilu AS dan Konflik Timur Tengah;0
Ekonomi RI Disebut Bakal Hadapi Banyak Tantangan;2
Nilai Tukar Rupiah Diramal Rp 16.100 per Dolar AS Tahun Depan;1
Indonesia Selangkah Menuju Final AFF U-16;1
IHSG Sesi I Ambrol 1,56 Persen,  3 Emiten Ini Melesat Jadi Top Gainers LQ45;2
IHSG Dibuka Menguat Jelang Akhir Pekan, Begini Pergerakannya;2
Ramai-ramai Bahas Koalisi dan Hitung-hitungan Kursi Menteri;1
Jangan Kaget Kalau Cicilan KPR Naik, Ini Biang Keroknya;2
Likuiditas Jadi Isu Lagi, BSI (BRIS) Ungkap Punya Sumber Dana Unik;1
Ekonomi Global Gonjang-ganjing, Bos BI Pede RI Masih Jadi Tujuan Investasi;0
IHSG Ditutup di Zona Hijau, Melesat ke Level 7.761;2
Dibuka 'Berotot', IHSG Dekati Level 7.500;1
IHSG Loyo: Tenang! Masih Ada Potensi Cuan dari 2 Saham Raksasa Ini;0
5 Alasan Kenapa Dinar Kuwait Mahal, Jadi Mata Uang Terkuat di Dunia;0
Oktober 2024, Uang Beredar di RI Tembus Rp 9.078 Triliun;2
Target Meleset, Sri Mulyani Perkirakan Ekonomi RI Hanya Tumbuh 5% di 2024;2
Dolar AS Kini Rp15.400, Muncul Suara BI Rate Dipangkas Jadi 6%;2
Rupiah Babak Belur, Dolar AS Naik Lagi;2
Ekonomi Tumbuh 5,03% - Dolar Mulai Melemah: Semoga Bisa Jadi Obat IHSG;0
Kabar Baik dari BI & AS, Sanggup Terbangkan IHSG-Rupiah?;2
Hasil Tes Ketahanan OJK: Perbankan RI Kuat Tahan Risiko Global!;2
IHSG Diproyeksikan Bakal Melandai Lagi, Simak Analisis dan Rekomendasi Saham Rabu;1
Ormas Keagamaan Dapat 'Privilege' Kelola Tambang, Memang Bisa?;1
Dolar AS Mulai Jinak ke Rp 16.137;1
IHSG Dibuka Melemah Dibayangi Koreksi Usai Inflasi AS Naik di Atas Ekspektasi;0
Masa Tenang Jangan Tegang;1
Kejar-kejaran Elektabilitas di Pilkada Jakarta;1
BI Juga Perpanjang Insentif DP 0% Kendaraan Bermotor Sampai 2025;2
Bisa Panen hingga 3 Ton, Petani Jambu Citra di Kudus Terbantu KUR BRI;2
IHSG Seharian di Zona Merah, Ditutup Loyo ke 7.240;0
Dolar AS Tembus Rp 16.400, Jokowi Panggil Sri Mulyani cs!;0
Kredit Bank Tumbuh 10,93% per Desember 2024, BI: Target 2025 11-13%;2
Saham Gorengan Terbang Saat IHSG Ambruk, Apa Saja?;0
"BSI (BRIS) Masih Berpeluang Mendulang&nbsp;<em>Cuan&nbsp;</em>Tebal Tahun Ini";1
Gara-Gara The Fed, IHSG Merah Lagi Habis Libur Panjang!;0
IHSG Ditutup Melemah Tinggalkan Level 7.000!;0
Rp 19 Triliun Dana LPDB Mengalir ke UMKM;1
PGN Lunasi Utang Saka Energi Rp 2,5 Triliun;2
"Factors Behind IHSG&#39;s Decline";1
Tapera dan Makna Kehadiran (Peran) Negara;1
Bank Mandiri Klaim Masih Kuat Jika Dolar AS Tembus Rp 17.000;0
IHSG Terjun ke Zona Merah di Awal Pekan ke 7.634,63;1
Menanti Angka Pertumbuhan Ekonomi RI, IHSG Awal Pekan Dibuka Menguat;0
Dibuka Menguat, IHSG Ditutup Merosot Cukup Dalam;0
IHSG Ambruk 4 Hari, Begini Penjelasan Analis!;0
Mengukur Kekuatan Ridwan Kamil di Pilgub Jakarta;1
Maruarar Bakal Libatkan BI & Danantara Buat Pembiayaan 3 Juta Rumah;1
Optimisme Gubernur BI Saat Dolar AS Gencet Rupiah Habis-habisan;0
Meneropong Tantangan Ekonomi RI di 2025;1
Teten Soroti Akses Pembiayaan untuk Pengembangan Usaha Emak-emak;1
IHSG Terkapar Lagi Gegara Saham Grup Konglomerat Ambruk;0
Awal Tahun 2025, IHSG Terbang ke Posisi 7.110;1
Bye Dolar AS! Kini Transaksi Dagang RI-Korea Pakai Rupiah & Won;1
Menko Yusril Jelaskan Dasar Hukum RI Pulangkan Mary Jane ke Filipina;1
Video: Rupiah 'Lemah' Hadapi Dolar, Pengusaha Minta Ini Ke Jokowi!;0
Tanggal 21 Mei Memperingati Apa? Ada Peringatan Hari Reformasi Nasional;1
BRIS Konsisten Menguat, Sempat Sentuh All Time High di Level Rp 3.180;2
Patroli di Tempat Wisata Kota Batu Ditingkatkan Jelang Libur Nataru;2
Likuiditas Jadi Momok, Bank Raksasa RI Buka-Bukaan Kondisi Saat Ini;0
Devisa Hasil Ekspor Wajib Simpan di RI 100%, Mendag Angkat Bicara;1
Holding UMKM Jadi Angin Segar Usaha Kecil Naik Kelas;2
Dolar AS Menggila Tembus Rp 16.000, Pemerintah Minta Jangan Baper!;0
IHSG Kehabisan Tenaga, Ternyata Ini Biang Keroknya;1
Breaking! Saham Teknologi & Finansial Bergeliat, IHSG Melesat 1% Lebih;2
Video: Tekanan Eksternal Masih Tinggi, Rupiah Berisiko Melemah Lagi;0
Video: Gara-Gara The Fed, IHSG & Rupiah Longsor;0
Pengertian Kebijakan Moneter dan Perbedaannya dengan Kebijakan Fiskal;1
Dolar AS Sudah Tembus Rp 16.300, Ini Kata BI!;0
Dolar AS Pagi Ini Makin Perkasa, Tekuk Rupiah ke Level Rp 15.318;0
BNI Raup Laba Bersih Rp 21,4 T Sepanjang 2024;1
The Fed Tahan Suku Bunga, Mampukah IHSG Capai Rp8.000?;2
Sehari Usai Pencoblosan, IHSG Dibuka Meroket!;2
OJK Cabut Izin Usaha 1 Bank di Kudus, LPS Jamin Dana Nasabah;1
Rupiah Babak Belur, Dolar AS Naik Lagi;2
RAPBN 2025 Disiapkan Hadapi Tantangan;1
Indonesia Menang Melawan Jepang, Mimpi Kita Semua;2
IHSG Akhiri Pekan Menguat Kembali ke Level 7.100, Rupiah Melemah;0
Gencarkan Penyaluran Kredit, Bank Jateng Incar Sektor Ini;1
Ini Masa-Masa Kritis Rupiah di Era Jokowi, Sampai Tembus Berapa?;1
Menteri ESDM Pastikan Program Harga Gas Murah Industri US$ 6 Dilanjut!;1
Cek Rumsah Subsidi di Bandung, Menteri Ara: Tak Ada Keluhan;1
Uang Pecahan Rp10 Ribu dan Rp150 Ribu Jenis Ini Ditarik BI, Ada Emasnya;1
Neraca Pembayaran RI Surplus, Sinyal Stabilitas Ketahanan Eksternal Terjaga;2
Habiburokhman soal Pemulangan Mary Jane: Sesuai Politik Hukum Terbaru RI;1
Frugal Living & Trading, Cara Cerdas Menumbuhkan Kekayaan;1
Dolar AS Terus Gebuk Rupiah, Ini Akar Masalahnya;0
IHSG Hari Ini Hijau Seharian, Ditutup Menguat ke 7.544;2
Bos BI Sebut Lembaga Ini Bisa Bikin Ongkos Utang Pemerintah Lebih Murah;2
OJK Ungkap Pembiayaan Sektor Perbankan di Aceh Tumbuh 14,05%;2
Megawati Klaim Selesaikan Kasus BLBI hingga Utang IMF saat Jadi Presiden;1
BNI Borong 2 Penghargaan Internasional dari Corporate Treasurer;1
Pasar Menanti Data Genting AS, Bagaimana Nasib Rupiah Hari Ini?;1
Dibuka Menghijau, IHSG Berpotensi Rebound Seiring Kenaikan Bursa Asia-Pasifik dan Wall Street;0
Dolar di Google Ambruk Jadi Rp 8.170, Gimana di Sumber Lain?;2
Rupiah Loyo, Dolar AS Naik Lagi;2
Dunia Belum Baik-Baik Saja, OJK Ingatkan Bank Lakukan Ini;1
Asing Kabur dari RI, Ini 10 Saham Paling Banyak Diobral: Ada BCA;1
IHSG Cerah Jelang Pelantikan Trump, 320 Saham Naik;2
IHSG Hari Ini Diprediksi Menguat ke 7.800, Cek Rekomendasi Sahamnya;2
Prabowo Cerita Pernah Ngutang ke Bank Mandiri: Saya Bayar 100%!;1
Dolar Sudah Rp16.465, Ini yang Harus Dilakukan Pemerintah & BI!;1
AS Buat Yen Hingga Rupiah Ambruk Berjamaah, Siapa Terburuk?;0
Tekanan Nilai Tukar Rupiah Diperkirakan Berlanjut;2
Video: 9 Emiten Ini Rajin Bagi Divien 2 Kali Setahun;1
BI Tahan Bunga Acuan di 6%, tapi Ada Peluang Dipangkas;0
Dilema Penurunan Bunga;0
2.650 Pekerja di Jabar Jadi Korban PHK dalam 3 Bulan;0
BUMN Ikut Godok Skema KPR 30 Tahun dengan Cicilan Rp 2 Juta Buat Gen Z;1
Bikin IHSG Ambruk, Analis Beberkan Alasan Asing Banyak Jual Saham Bank;0
Kisah Mendiang Tanri Abeng, Dijuluki Manajer Rp 1 M hingga Jasa Besarnya ke RI;1
Saat Elite Saling Tuding Soal PPN 12%;1
Ekonomi Menantang, Bos BEI Waspada Sentimen Global Goyang Pasar Saham;0
Rupiah Melemah Usai RI Rilis Data Penting, Dolar Naik ke Rp 15.920;2
'Bill Gates RI' Mau Bangun Gedung Data Center di Cibitung Rp 4,5 T;1
Tumbangnya Pesohor hingga Kejutan Caleg Mundur Usai Kalahkan Eks Gubernur;0
Bank-bank Asing Kepincut Buka Bisnis di RI;1
Tengadah Kaum Kelas Menengah;1
IHSG Kembali Merah, Saham Taipan Prajogo Pangestu Anjlok;0
IHSG Hari Ini Diprediksi Melemah, Cek Rekomendasi Saham di Sini!;0
Bank Mandiri (BMRI) dan BNI (BBNI) Kompak Proyeksikan Kinerja Kredit Landai Tahun 2025;2
Likuiditas Aman, BI Optimistis Kredit Perbankan Tumbuh 12% di 2024;2
OJK Buka-bukaan Kondisi Sektor Jasa Keuangan RI;1
IHSG Dibuka Loyo di Level 7.200;0
Auto Kaya! Beli Bitcoin Setahun Lalu, Cuan Anda Beranak Pinak 100%;1
Ketakutan Jokowi Muncul Lagi di Era Prabowo;1
Sempat Letih Lesu, Kini IHSG Bangkit Lagi;0
Efek Endorsement Presiden Bagi Petarung Pilkada;1
Harga Pertamax Cs Naik Bulan Depan? Pertamina Bilang Gini;2
IHSG Lagi Obral Gede-gedean, Bagusnya Beli Saham Apa?;1
IHSG Kamis Pagi Bergerak Naik ke Level 7.218;2
"Banking Stocks: A Hope for Rebound after Tumble&nbsp;";1
Dolar AS Lengser dari Rp 16.000;1
IHSG Hari Ini Diprediksi Melemah di Level 7.200-7.300;0
Dolar AS Perkasa Tekuk Rupiah Ngaruh ke Investasi? Bahlil Bilang Begini;0
Jaga Rasio Kredit Macet UMKM Tetap Rendah, BRI Pakai Strategi Ini;0
Simak! Prediksi Rupiah dan Ekonomi RI dari Mantan Direktur Bank Dunia;1
Mata Uang Thailand Adalah Baht, Ketahui Pecahan dan Tips Menukarnya;1
Netizen Heboh Kurs USD 1 Jadi Cuma Rp 8 Ribu, Google Error?;0
Trenggono Sebut RI Bakal Raup Rp 67 T dari Ekspor Pasir Laut;2
IHSG Menguat Pagi Ini, Makin Dekat dengan Rekor Tertinggi;0
Konflik Israel Vs Iran Bisa Berdampak Ngeri buat Rupiah dan Ekonomi RI;0
Gubernur BI Pede Ada Ruang Rupiah Stabil dan Menguat;2
IHSG Ditutup di Zona Merah ke Level 7.313;1
Airlangga Ungkap Sempat Tak Ada yang Percaya Dolar AS Balik ke Rp 15.000-an;0
Pemerintah Godok Skema Pembiayaan buat Naikkan Kuota FLPP Jadi 320 Ribu;2
Warga RI Banyak Maksa Beli Mobil, Ini Buktinya;1
IHSG Hari Ini Dibuka Melemah ke 7.215;0
Tewasnya Santri Dipukul Pakai Balok-Kesalnya Jokowi soal Berbelitnya Izin MotoGP;0
Pabrik Pupuk Ini Pede Ekspansi Meski Rupiah Lagi Loyo;0
Menerka Pergerakan Harga Emas Tahun Ini, Ternyata Bisa Tembus Segini;2
Saham Defensif & Komoditas Berikut Bisa Jadi Pilihan Saat Capital Outflow Masih Deras;1
Awal Pekan, IHSG Dibuka Merah di 7.227,13;1
Rumah Sitaan Bank Larinya ke Mana? Ternyata ke Sini;1
Rupiah Loyo, Dolar AS Makin Kokoh di Rp 15.700-an;0
Ketua Satgas BLBI: Marimutu Sinivasan Dicekal, Tak Bisa Keluar RI!;1
IHSG Dibuka di Zona Hijau ke Level 6.978, Naik 0,05%;2
Pertaruhan Independensi BI dalam Usulan Program Debt-Switching Rp 100 Triliun;1
Sejarah Kebijakan Perumahan dari Era Soekarno hingga Kini;1
Jelang Akhir Pekan IHSG Mejeng di Zona Hijau;1
IHSG Awal Pekan Dibuka Hijau, Menguat ke Level 7.404;2
5 Faktor Ini Buat IHSG Ambruk, Jatuh ke Level Terendah 5 Bulan;0
IHSG Ditutup Naik 113 Poin, Rupiah Menguat Tipis;2
Pak Prabowo! Penyakit Kronis Ekonomi RI Dibongkar Lembaga Asing;1
Pagi yang Cerah Lihat IHSG Dibuka Naik Nyaris 1%;2
Cermati, Ini Penyebab NPL BPR Catat Rekor Tertinggi di September;0
Maybank Indonesia Kantongi Laba Sebelum Pajak Rp 562 M di Triwulan III 2024;1
IHSG Menguat ke 7.300 Jelang Akhir Pekan;2
IHSG Pagi-pagi Bikin Happy Menguat ke 7.230;0
Rupiah Keok! Dolar AS Makin Dekati Rp 16.000;2
Rupiah Melemah Pagi Ini Tertekan Kebijakan Baru Trump;0
Backlog Rumah: Pengertian, Jumlah dan Persoalannya;1
Dibuka Menguat, IHSG Berpotensi Rebound;0
IHSG Jeblok Tapi Rupiah Perkasa: Kok Bisa Beda Nasib?;0
Pemerintah Genjot Penyaluran KUR untuk Usaha Produktif Makmur;2
Bisnis Moncer, BPD Bali Raup Laba Bersih Rp 738 Miliar di 2023;2
Performa Solid Bank Mandiri: Kredit Tinggi, NPL Terendah Dalam Sejarah;0
Aduh! IHSG Melempem Hari Ini ke 7.082;0
Inggris Vs Spanyol, Final yang Diidam-idamkan?;1
IHSG Diprediksi Menguat Seiring The Fed Pangkas Bunga, OJK Wanti-wanti Ini;2
KPEI Catat Transaksi Pasar Uang dan Valas Rp 2,6 T;1
Oh Ternyata Ini yang Bikin Bawang Putih-Kedelai Makin Mahal!;0
Berlaku Agustus 2024, BI Rilis Kebijakan Pendanaan Luar Negeri;1
Bos BRI Sebut RI Masuk ke Era Suku Bunga Murah Usai Kuartal II-2024;2
IHSG Dibuka Naik 0,35% ke Level 7.382;2
Ramalan Pengamat soal Nasib Sektor Properti di Pemerintahan Baru;1
Sri Mulyani Buat Direktorat Baru di Kemenkeu, Khusus Awasi Akuntan Dkk;1
IHSG Dibuka di Zona Hijau;1
Awal Pekan IHSG Ada di Zona Hijau;1
Cekal Hakim Nakal;1
Menerka Nasib Siswa Usai Penjurusan di SMA Dihapus;1
Alasan Sri Mulyani Sindir Orang RI yang Histeris Lihat Jumlah Utang Pemerintah;1
Simpanan DHE Eksportir yang Jadi Agunan Kredit Dikecualikan dari BMPK;1
IHSG Dibuka di Zona Hijau Pagi Ini, Menguat ke Level 7.086;2
BI Diprediksi Tahan Suku Bunga Acuan di Level 6,25%;0
Kabar Baik dari BI & AS, Sanggup Terbangkan IHSG-Rupiah?;2
Kala Dalil-dalil Berguguran di Sidang MK;0
IHSG Diprediksi Melemah Usai Long Weekend, Saham Apa yang Cuan?;0
Aset Tommy Soeharto Tak Laku Dilelang, Kemenkeu Ungkap 2 Dugaan Ini;1
Saham-Saham Ini Banyak Dijual Investor Asing Saat IHSG Rebound Kemarin;1
"Video: Modal SBN & IHSG Tarik Investor Asing Hadapi ""Trump Effect""";0
Pagi-pagi IHSG Dibuka Berotot, Begini Prediksinya Hari Ini;1
IHSG Melemah 0,48% ke 6.613 pada Kamis (13/2), AMMN, AMRT, BRPT Jadi Top Losers LQ45;0
IHSG Bertengger di Zona Hijau, Menguat ke Level 7.155;2
IHSG Ditutup Terkapar di Level 6.613, Saham INDF hingga GOTO Jadi Sorotan;0
7 Contoh Hipotesis Penelitian Kuantitatif beserta Jenis-jenisnya;1
Daftar Harga Terbaru Pertamax cs di Bali-Nusra Per 1 Januari 2024;1
Pasar Terancam Chaos! Trump & The Fed Bakal Kirim Badai Pekan Ini;0
Dolar AS Kembali Menguat;2
Pasar Khawatir Trump Menang Pilpres, Bisa Perpanjang Krisis Ekonomi;0
Wacana RUPSLB BJB, Pengamat Sebut Layak Digelar Bila Ada Masalah GCG;1
Dolar AS Melemah ke Rp 15.466 Jelang Akhir Pekan;0
Jadi Perhatian DPR, Gimana Cara RI Bisa Perkuat Nilai Tukar Rupiah?;2
Proyeksi Saham BRI Hingga Mandiri Hari Ini, Saatnya Beli?;1
Tertekan, Nilai Tukar Rupiah Makin Mendekati Rp 16.000 Per Dolar AS, Kamis (21/11);0
BI Mau Tarik Banyak Modal Asing Masuk ke RI, Begini Caranya;1
Kemenkeu Ungkap Nasib Aset Tommy Soeharto cs Kini di Tangan Hadi Tjahjanto;1
Dolar AS Merekah, Rupiah 'Kebakaran' Pagi Ini;0
Bikin Mata Seger, IHSG Dibuka Menguat Lagi;2
Perang Tarif AS Ditunda, Dolar Keok ke Rp 16.340;0
